25
0	
4.913122191	3.886306426	9.528683168	3.310659824	6.103401692	3.621287074	6.773621873	5.853683304	1.136996506	8.555954808	0.145439353	0.473158487	9.00277473	8.363893065	3.907057679	3.32673133	3.941661795	3.173756171	1.572628948	6.902168527	8.310377916	8.33478449	8.031743774	1.868876347
9.379753521	0	0.672599019	7.708238137	4.720014171	7.372443333	6.879240317	3.132423656	5.645998541	1.464943263	9.32105368	4.181462356	8.255071703	5.172462808	0.870503997	1.333025489	3.756599944	5.681322544	8.381972304	1.463263304	2.822182325	8.765879864	1.819413469	0.572948474	9.040230912
6.221057307	9.117077664	0	0.933009936	5.2038526	9.149652619	0.851641351	6.082978488	3.04500082	7.066326498	0.50580939	9.667290326	4.571557544	9.379913404	2.242813935	8.788929782	8.192659049	2.217793099	3.059295852	7.45783041	5.465729291	1.040639586	2.234640345	8.516101421	8.745323453
9.934902899	2.794640913	8.281672758	0	6.421430076	6.978046445	3.507407937	8.366620667	0.694839534	6.132334338	7.768799081	9.489047265	4.046461821	2.414815875	8.019975955	6.297120353	6.132253005	6.970029578	4.773751637	5.128094398	5.128355595	7.69356536	0.618671276	8.083871792	3.818140759
0.073668688	5.613454631	1.851201179	2.760053631	0	8.599975893	2.476518851	4.00490665	4.301479922	6.947582633	4.322313557	1.554714457	0.963948719	9.053640105	7.91274371	3.169245654	7.274836166	8.279252536	2.6524302	1.630260319	2.899864902	1.686474077	4.975182309	3.378731483	4.635168387
4.102003438	7.889036131	0.337110864	2.879069527	7.455094296	0	8.594355003	7.273758057	7.691152666	6.923607236	8.85993163	5.501805122	5.34136886	9.69684823	4.859734239	9.56323158	2.610619233	1.004761566	9.876605562	0.256491613	1.117405532	6.152999343	0.719821939	1.484535724	1.738619
7.090470848	7.627464167	1.438857317	3.130975652	1.425145627	8.468469316	0	0.950420882	6.196753108	0.425546955	1.409913618	8.874916521	2.668427261	8.737398619	2.105104357	6.343160415	8.291707593	4.97354038	7.25333835	7.149207234	4.477517876	5.816328908	4.279474211	0.829494871	8.58239564
9.820851582	2.696661007	6.02102286	4.578781707	0.328409589	7.423844455	1.689664498	0	6.308302476	5.951883232	5.558492548	2.068588129	7.717282001	3.539798506	6.474396747	7.163721633	7.023425171	9.171870713	9.055537494	6.546999205	0.192459054	2.253643448	5.145575629	6.811517835	8.029931304
4.068609331	9.925513858	0.584864638	6.068883064	4.613841025	4.645979372	0.276683025	9.417259523	0	9.019043823	8.142658289	1.160329636	7.710629437	8.204969186	3.115641741	0.83080711	1.469892718	7.929651703	9.222644536	7.705261126	5.482784467	8.539523726	8.775784506	9.092903011	3.513745604
0.608850009	1.629207009	2.55530263	7.740397671	0.558799025	0.078490457	2.968052898	1.360783353	6.366578176	0	8.27753633	5.797566293	0.011830662	8.30220307	8.049623009	7.460843468	5.056969778	6.613455204	2.856832959	9.069761176	6.237780927	3.359755933	8.276286373	3.521742394	9.145318082
