23
0	2.652496866	2.284989807	2.998165481	7.096458164	6.428901663	0.356500995	3.309543966	5.144559527	6.832388816	3.003829683	2.724590386	0.315450915	0.156708079	1.143311431	0.574830535	7.523954857	4.873922688	8.907989278	7.475972009	3.634368963	5.250860336	0.8126331
0.615741191	0	9.307508778	1.156976397	4.778461894	1.387526785	9.01382459	6.884566598	5.441832183	6.34713654	7.341228	0.313454194	0.546909691	3.31334655	2.489735156	3.802237913	3.891817954	3.657399227	1.431074273	6.693702534	0.965858248	7.807124911	5.887020617
8.666209412	2.955909342	0	2.098919929	5.605894546	7.603603526	7.103495449	5.542076067	0.842323676	4.574095039	4.30064995	8.796425902	1.812052129	8.277231006	2.798975391	0.850585475	5.713219032	1.637379066	2.813074885	9.321715049	0.676764553	8.617944492	8.946124943
7.528207289	6.637054941	4.629847243	0	1.843040478	2.613802103	2.263723054	4.137383387	5.35551447	8.620878009	7.756191598	5.670953475	6.547345332	3.591776786	6.953090052	8.410674053	3.343142353	5.114323274	9.882140601	4.616115302	6.981649555	8.893548577	5.653846161
5.817070659	1.564209618	4.215933268	6.793897061	0	4.976310003	4.453808329	2.964869637	0.097976358	4.33907805	6.198798065	0.509066556	1.655912231	4.827293668	0.964379148	3.280878388	3.619922513	3.372269112	1.1682177	5.179302002	8.038234736	5.616614518	2.884455586
3.36424648	2.377947568	5.936338344	2.892148795	5.906584135	0	0.67606321	1.730053663	2.970293841	3.369083227	9.879644238	0.099331194	7.644922206	2.894252332	6.565422993	1.132486687	4.265024057	8.914535234	1.763798964	4.382891615	6.491824155	8.318293196	6.070749104
1.263544062	1.37950068	0.189452048	2.721835521	3.259922764	7.814738933	0	0.664331722	6.515111252	7.020873534	4.112250165	8.522145201	8.101287301	4.855848983	1.406135138	1.766458778	0.504930085	1.031636	3.81042657	4.312610855	6.264473703	5.509510977	1.020572314
5.818703582	7.601150714	3.014433445	6.864128877	4.72297536	6.454278558	9.582992821	0	6.685767844	3.039261955	0.70493034	5.234136203	6.564915126	6.144721626	9.424363085	8.783123017	1.164420293	7.884971289	0.416297233	0.568393486	4.305691389	8.308403945	8.948412124
4.961165588	5.720513639	3.27771397	2.542168602	8.751105774	6.723076423	9.446824558	9.377258684	0	6.170809984	5.638126724	4.15583047	6.524312996	7.391202263	1.110692041	0.219804386	0.812146847	8.207453706	7.51611447	7.873475413	7.515303344	9.907410765	2.794389082
6.228881895	5.962357908	8.430289132	5.982839381	9.5788346	5.847874243	4.08621032	2.784824361	1.873320541	0	9.994298687	6.120675	3.262449581	2.630607311	7.307668683	0.727401384	5.922263038	4.658561594	3.846686752	0.423861202	4.854133652	4.55986406	4.538204055
