24
0	0.952069101	2.383908438	4.478044354	0.986867964	4.143543887	5.857781282	1.383242978	6.942554364	4.939680123	4.711753919	6.248509696	8.726989694	9.879052813	4.290947621	3.509853983	2.38923755	6.815248007	4.663947942	6.746009139	4.669019238	6.551203217	1.480068627	7.867252017
6.347873649	0	4.580379516	6.020501051	9.454094612	0.77645241	7.652389094	6.226558091	3.140279506	2.798294919	4.167671082	2.810962553	8.576507557	1.993988954	5.078787004	0.880441116	8.925472164	9.175392143	3.639505936	5.70106263	2.249359712	3.075005839	1.74561035	5.752520187
9.488936203	2.955719668	0	0.236128956	1.135748549	6.299767179	2.126733786	8.765784445	0.882306019	7.240679098	2.822688502	3.737048975	3.671256667	7.524992449	5.064111158	6.748955707	3.607267767	9.090009794	5.099461658	3.926211076	1.432244862	8.190055804	6.651325408	4.780103735
7.940435468	5.130002344	3.866291874	0	2.965768085	8.92163361	1.476956415	7.302217784	7.194125989	5.624607425	1.382786217	2.456706615	9.428936905	3.70261218	5.467486126	8.294510637	2.502235371	6.56685024	5.149477597	5.132748749	0.838737691	9.356137732	8.741933384	6.641036562
7.262883984	0.896875732	0.329836669	1.439194543	0	6.442881075	7.648303501	6.10195582	9.421382883	9.514567937	4.684978179	3.283970225	3.984845497	7.280893103	7.764437359	6.652574636	7.048770965	8.092920374	2.684259617	4.22697336	5.218634405	4.321757393	6.09262543	7.787616806
1.977234007	0.528455382	2.0735809	6.75128979	6.530294034	0	6.13097609	4.429445082	3.693421522	5.206033319	0.566498796	5.697942753	1.609048705	4.580605401	8.238914273	6.49034502	3.791707078	0.468484522	3.099763397	4.889592876	2.804902604	9.061744254	7.503587588	4.846968372
8.723502508	5.63140381	8.130084119	7.669403083	3.32094991	7.162334751	0	3.402859403	1.595463762	1.162880713	2.764747787	4.701283507	3.418596436	6.148867926	0.145174916	7.876122384	3.511202803	5.63600142	3.283212794	6.546115836	1.51689651	9.553897264	0.938295688	7.115221032
7.284339059	1.607165334	6.084015111	3.225677996	1.496872675	2.899811168	1.158750551	0	2.202435172	2.229096243	4.067472791	8.763549762	8.935486874	7.529864419	2.911729575	8.209427537	6.901113456	7.948518667	4.515095732	4.868458092	5.240193708	6.055671971	4.867698271	7.777986688
7.499895019	8.582254607	8.435762508	9.736858346	7.799088255	6.959025994	6.707554031	7.001413332	0	2.993604848	2.306481437	4.067463759	8.674850774	7.822725891	9.104240874	4.862892913	0.584567362	3.149336923	1.751189606	0.546390483	8.214200603	3.777393896	9.898720703	7.449297057
1.6544055	0.029690363	3.702320163	2.59958841	2.671048869	4.48421646	1.603122752	6.381820934	7.976659106	0	0.882354109	7.712973455	1.225573561	8.471209043	7.857284792	8.507214996	1.471743402	6.105220003	1.478924312	6.628936303	4.896701885	2.622480685	7.496079837	1.113347193
5.602593015	5.179273989	7.763111605	3.632341202	5.336214308	9.073990923	7.778124417	1.073166208	1.67859524	7.597117347	0	3.402737947	0.40265155	6.554147054	0.39148317	6.869483521	7.310934045	2.796527852	6.813305288	5.584499294	7.480831939	1.363746187	5.464570249	9.657681229
2.44832924	7.15473381	8.754015552	5.30000409	3.45343583	8.306551847	0.758963223	5.891083009	8.43950446	6.486572652	6.743282318	0	7.888917053	9.167644794	7.55278793	8.043534084	7.661510427	5.80717251	4.354491931	7.578529065	0.84721645	2.62602709	2.325319037	9.071531235
9.122531	4.490216412	0.528654036	4.024553027	7.24855132	0.135782431	5.632524159	9.133032738	7.627787832	4.617570243	1.270624031	0.911882954	0	7.71576186	8.610496184	5.796288796	7.465539626	1.177934017	0.603249984	6.631366194	8.760662126	0.576006351	9.07164385	4.727524983
0.013183502	1.588439672	2.179286226	4.883298662	0.989429642	9.301783412	4.928163482	1.606830257	2.7932256	4.381890098	6.655921948	9.922720958	3.155797084	0	5.19643616	6.31279285	0.051846039	1.293220571	2.832500056	0.09631591	8.031823391	2.650790521	5.526976132	2.545861198
5.150707914	7.215691174	7.416288075	7.478457493	8.044309706	5.278893711	6.128408925	9.217319811	5.411131168	4.832471717	1.818006786	6.757915099	1.597458362	0.751846027	0	5.993100772	0.35594917	7.890064407	0.43581463	2.248755149	7.137589616	0.380891003	2.843808192	1.153520938
5.358293907	5.917733154	0.170578433	7.364060569	4.552116129	8.445774521	8.064845092	6.956914673	5.972276139	5.837230153	9.550600738	8.563115163	0.467281546	1.285334394	5.382350596	0	2.178475991	6.92597317	2.09577364	4.706192915	1.63388476	8.495495716	6.376701442	7.69813015
1.392409	6.962055541	6.460734368	2.985501185	2.72041216	9.281095204	1.74927285	1.721926704	3.155426781	1.55968573	9.786826086	8.532261976	7.458136115	8.468053466	6.866356823	6.603627552	0	6.339458578	1.93596565	5.231919026	4.790024736	4.946205682	8.799273916	9.782397174
